,Rank,Player Name,Nation,Position,Squad,Competition,Age,Born,Matches Played,Starts,Minutes,90s,Goals,Assist,G+A,G-PK,Penalty Kicks Scored,Penalty Kicks Taken,Yellow Card,Red Card,xG,npxG,xAG,npxG+xAG,Prog Carry,Prog Pass,Prog Pass Rec,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90,Shot Creating Action,SCA_p90,Shots Shots Liveball Pass,Shots from Deadball Pass,Shots from Take-Ons,Shots from Shots,Shots from Fouls,Shots from Defense,Goal Creating Action,GCA_p90,Goals from Liveball Pass,Goals from Deadball Pass,Goals from Take-Ons,Goals from Shots,Goals from Fouls,Goals from Defense,Pass Completed,Pass Attempted,Pass Comp%,Total Pass Dist,Prog Pass Dist,Short Comp,Short Attempt,Short Comp%,Med Comp,Med Attempt,Med Comp%,Long Comp,Long Attempt,Long Comp%,Expected Assisted Goal xAG,Expected xA,A-xAG,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes
1317,1318,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,25-142,1999,7,7,499,5.5,2,3,5,2,0,0,1,0,0.2,0.2,1.9,2.2,21,36,39,0.36,0.54,0.90,0.36,0.90,0.04,0.35,0.39,0.04,0.39,16,2.89,13,1,1,0,1,0,5,0.90,4,0,1,0,0,0,295,393,75.1,4987,1835,138,153,90.2,120,158,75.9,24,56,42.9,1.9,2.0,+1.1,6,32,14,3,36
1318,1319,Yankuba Minteh,gm GAM,"FW,MF",Brighton,eng Premier League,20-072,2004,6,4,320,3.6,0,1,1,0,0,0,2,0,0.5,0.5,1.5,2.1,15,11,44,0.00,0.28,0.28,0.00,0.28,0.15,0.44,0.59,0.15,0.59,14,3.95,7,2,3,1,1,0,3,0.85,1,0,1,1,0,0,65,110,59.1,1021,401,35,48,72.9,22,34,64.7,5,13,38.5,1.5,1.2,-0.5,8,5,8,3,11
1319,1320,Bojan Miovski,mk MKD,FW,Girona,es La Liga,25-100,1999,3,2,172,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,0,1,10,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.13,0.12,0.13,4,2.09,2,0,0,1,0,1,1,0.52,1,0,0,0,0,0,21,24,87.5,284,32,14,15,93.3,6,7,85.7,1,1,100.0,0.0,0.1,0.0,1,0,1,1,1
1320,1321,Rafa Mir,es ESP,"MF,FW",Valencia,es La Liga,27-106,1997,4,3,239,2.7,0,1,1,0,0,0,1,0,0.2,0.2,0.4,0.6,2,3,3,0.00,0.38,0.38,0.00,0.38,0.07,0.15,0.22,0.07,0.22,1,0.38,0,0,0,1,0,0,1,0.38,0,0,0,1,0,0,27,42,64.3,431,86,14,18,77.8,8,13,61.5,3,5,60.0,0.4,0.1,+0.6,1,0,1,1,3
1321,1322,Juan Miranda,es ESP,DF,Bologna,it Serie A,24-257,2000,4,2,215,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,8,12,11,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13,8,3.35,3,4,0,0,1,0,0,0.00,0,0,0,0,0,0,166,210,79.0,3179,1132,69,71,97.2,73,88,83.0,23,45,51.1,0.2,0.4,-0.2,6,18,2,2,12
1322,1323,Fabio Miretti,it ITA,MF,Genoa,it Serie A,21-060,2003,1,1,68,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,2,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,2,2.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,12,17,70.6,324,111,3,4,75.0,5,6,83.3,4,7,57.1,0.0,0.2,0.0,0,0,0,0,2
1323,1324,Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,eng Premier League,25-031,1999,6,6,538,6.0,0,1,1,0,0,0,0,0,0.2,0.2,1.3,1.6,13,19,50,0.00,0.17,0.17,0.00,0.17,0.04,0.22,0.26,0.04,0.26,20,3.35,19,1,0,0,0,0,1,0.17,1,0,0,0,0,0,221,305,72.5,3462,1335,119,139,85.6,89,123,72.4,9,25,36.0,1.3,0.9,-0.3,9,17,8,6,19
1324,1325,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,27-135,1997,6,6,531,5.9,1,1,2,1,0,0,0,0,1.7,1.7,1.4,3.1,42,17,72,0.17,0.17,0.34,0.17,0.34,0.29,0.23,0.52,0.29,0.52,18,3.05,12,0,2,2,2,0,3,0.51,2,0,0,0,1,0,153,207,73.9,1980,394,105,121,86.8,35,54,64.8,6,12,50.0,1.4,1.1,-0.4,7,8,5,2,17
1325,1326,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,27-198,1997,5,4,371,4.1,0,3,3,0,0,0,1,0,0.2,0.2,0.5,0.7,5,28,18,0.00,0.73,0.73,0.00,0.73,0.06,0.12,0.18,0.06,0.18,16,3.88,15,1,0,0,0,0,4,0.97,4,0,0,0,0,0,261,300,87.0,4380,1466,135,145,93.1,105,120,87.5,21,30,70.0,0.5,0.8,+2.5,10,20,9,4,28
1326,1327,Koji Miyoshi,jp JPN,MF,Bochum,de Bundesliga,27-190,1997,2,1,82,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,4,1,0.00,0.00,0.00,0.00,0.00,0.13,0.09,0.21,0.13,0.21,2,2.20,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,8,20,40.0,142,57,3,8,37.5,5,8,62.5,0,2,0.0,0.1,0.1,-0.1,1,0,3,0,4
1327,1328,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,35-255,1989,6,6,452,5.0,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,7,30,14,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,9,1.79,9,0,0,0,0,0,1,0.20,1,0,0,0,0,0,219,262,83.6,3456,840,119,135,88.1,80,97,82.5,15,18,83.3,0.1,0.5,-0.1,1,21,9,1,30
1328,1329,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,39-023,1985,8,4,407,4.5,0,0,0,0,0,0,3,0,0.2,0.2,1.7,1.9,12,34,16,0.00,0.00,0.00,0.00,0.00,0.05,0.37,0.42,0.05,0.42,31,6.86,17,12,0,2,0,0,2,0.44,1,1,0,0,0,0,348,393,88.5,6277,1937,145,156,92.9,151,161,93.8,41,60,68.3,1.7,2.0,-1.7,17,42,8,1,34
1329,1330,Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,,,3,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,3,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,2,6.67,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,6,10,60.0,75,10,4,5,80.0,2,2,100.0,0,0,,0.0,0.0,0.0,0,0,0,0,1
1330,1331,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,26-309,1997,5,0,88,1.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,1,2,4,1.02,0.00,1.02,1.02,1.02,0.49,0.00,0.49,0.49,0.49,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,11,19,57.9,200,77,5,10,50.0,3,4,75.0,2,3,66.7,0.0,0.0,0.0,0,2,0,0,2
1331,1332,Johan Mojica,co COL,DF,Mallorca,es La Liga,32-042,1992,8,6,578,6.4,0,0,0,0,0,0,0,0,0.0,0.0,0.9,1.0,12,35,35,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,17,2.65,16,0,1,0,0,0,1,0.16,1,0,0,0,0,0,252,333,75.7,4848,1895,119,132,90.2,96,122,78.7,35,65,53.8,0.9,1.1,-0.9,11,21,13,8,35
1332,1333,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,21-002,2003,8,7,591,6.6,3,0,3,3,0,0,1,0,1.7,1.7,1.4,3.1,26,32,51,0.46,0.00,0.46,0.46,0.46,0.25,0.22,0.47,0.25,0.47,33,5.03,23,0,9,1,0,0,1,0.15,0,0,1,0,0,0,204,241,84.6,2858,690,128,142,90.1,60,68,88.2,10,15,66.7,1.4,1.4,-1.4,12,24,9,1,32
1333,1334,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,26-179,1998,5,4,300,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,7,11,21,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,13,3.90,7,2,2,1,0,1,0,0.00,0,0,0,0,0,0,168,219,76.7,2487,867,99,112,88.4,55,71,77.5,8,21,38.1,0.1,0.3,-0.1,2,8,3,0,11
1334,1335,Florent Mollet,fr FRA,MF,Nantes,fr Ligue 1,32-318,1991,1,0,3,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,2.67,0.44,3.12,2.67,3.12,2,60.00,0,1,0,1,0,0,0,0.00,0,0,0,0,0,0,2,3,66.7,47,25,0,0,,2,3,66.7,0,0,,0.0,0.0,0.0,1,0,0,0,0
1335,1336,Jon Moncayola,es ESP,"MF,FW",Osasuna,es La Liga,26-142,1998,7,6,488,5.4,0,0,0,0,0,0,2,0,0.3,0.3,1.3,1.6,4,19,13,0.00,0.00,0.00,0.00,0.00,0.06,0.24,0.30,0.06,0.30,14,2.59,7,7,0,0,0,0,0,0.00,0,0,0,0,0,0,130,191,68.1,2467,787,52,65,80.0,58,81,71.6,17,35,48.6,1.3,0.8,-1.3,11,16,1,1,19
1336,1337,Gonzalo Montiel,ar ARG,MF,Sevilla,es La Liga,27-275,1997,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,1.34,0.00,1.34,1.34,1.34,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,100.0,33,8,1,1,100.0,1,1,100.0,0,0,,0.0,0.0,0.0,0,0,0,0,0
1337,1338,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,28-225,1996,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,83,171,48.5,2528,1965,12,12,100.0,43,43,100.0,28,115,24.3,0.0,0.0,0.0,0,4,0,0,1
1338,1339,Mikey Moore,eng ENG,FW,Tottenham,eng Premier League,17-052,2007,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,3,66.7,10,5,1,1,100.0,0,0,,0,0,,0.0,0.0,0.0,0,0,0,0,0
1339,1340,Álvaro Morata,es ESP,"MF,FW",Milan,it Serie A,31-345,1992,4,2,189,2.1,2,0,2,2,0,0,1,0,0.3,0.3,0.2,0.6,5,9,12,0.95,0.00,0.95,0.95,0.95,0.16,0.11,0.28,0.16,0.28,6,2.84,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,41,47,87.2,745,176,24,29,82.8,9,10,90.0,7,7,100.0,0.2,0.1,-0.2,4,5,1,0,9
1340,1341,Morato,br BRA,DF,Nott'ham Forest,eng Premier League,23-094,2001,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,6,33.3,44,7,1,1,100.0,1,3,33.3,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
1341,1342,Diego Moreira,pt POR,"DF,FW",Strasbourg,fr Ligue 1,20-057,2004,6,4,376,4.2,1,1,2,1,0,0,1,0,0.3,0.3,1.2,1.5,15,13,27,0.24,0.24,0.48,0.24,0.48,0.08,0.28,0.36,0.08,0.36,14,3.34,8,3,1,0,1,1,2,0.48,1,0,0,0,1,0,129,181,71.3,2159,732,63,80,78.8,52,71,73.2,11,20,55.0,1.2,1.0,-0.2,5,8,2,0,13
1342,1343,Alberto Moreno,es ESP,DF,Como,it Serie A,32-089,1992,6,6,540,6.0,0,0,0,0,0,0,3,0,0.2,0.2,0.6,0.8,2,17,15,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13,12,2.00,11,1,0,0,0,0,1,0.17,1,0,0,0,0,0,259,314,82.5,4758,1773,103,113,91.2,124,146,84.9,27,45,60.0,0.6,0.5,-0.6,9,24,6,4,17
1343,1344,Álex Moreno,es ESP,DF,Nott'ham Forest,eng Premier League,31-116,1993,3,3,207,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,4,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,1,0.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,48,81,59.3,683,226,31,34,91.2,14,29,48.3,1,10,10.0,0.0,0.0,0.0,0,3,1,0,4
1344,1345,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,32-178,1992,2,2,115,1.3,0,1,1,0,0,0,0,0,0.3,0.3,1.3,1.5,0,9,8,0.00,0.78,0.78,0.00,0.78,0.21,0.99,1.20,0.21,1.20,7,5.48,6,0,0,1,0,0,1,0.78,0,0,0,1,0,0,38,48,79.2,680,165,16,19,84.2,16,18,88.9,5,7,71.4,1.3,0.2,-0.3,4,2,4,0,9
1345,1346,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,27-303,1996,6,4,308,3.4,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.8,8,15,21,0.00,0.00,0.00,0.00,0.00,0.19,0.05,0.24,0.19,0.24,11,3.21,10,0,0,0,0,1,1,0.29,1,0,0,0,0,0,86,107,80.4,1268,434,53,57,93.0,24,29,82.8,6,14,42.9,0.2,0.1,-0.2,5,8,4,1,15
1346,1347,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,21-257,2003,6,3,257,2.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,6,15,6,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.15,0.03,0.15,7,2.45,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0,121,135,89.6,1957,541,61,69,88.4,41,44,93.2,11,13,84.6,0.3,0.3,-0.3,4,12,5,1,15
1347,1348,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,25-264,1999,7,4,341,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,8,23,11,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,13,3.43,11,1,0,1,0,0,0,0.00,0,0,0,0,0,0,159,180,88.3,2573,806,79,83,95.2,67,76,88.2,7,12,58.3,0.0,0.2,0.0,2,21,2,0,23
1348,1349,Nikola Moro,hr CRO,MF,Bologna,it Serie A,26-204,1998,4,3,231,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,5,19,8,0.00,0.00,0.00,0.00,0.00,0.09,0.04,0.13,0.09,0.13,9,3.51,7,1,0,1,0,0,1,0.39,0,0,0,1,0,0,107,143,74.8,2119,561,34,45,75.6,52,65,80.0,16,22,72.7,0.1,0.2,-0.1,2,21,1,1,19
1349,1350,Raúl Moro,es ESP,"FW,MF",Valladolid,es La Liga,21-302,2002,8,5,536,6.0,2,0,2,2,0,0,0,0,1.3,1.3,0.9,2.3,28,27,61,0.34,0.00,0.34,0.34,0.34,0.22,0.16,0.38,0.22,0.38,23,3.86,15,2,4,0,1,1,1,0.17,1,0,0,0,0,0,125,191,65.4,2352,764,60,73,82.2,41,56,73.2,21,43,48.8,0.9,1.1,-0.9,11,10,11,3,27
1350,1351,Sam Morsy,eg EGY,MF,Ipswich Town,eng Premier League,33-022,1991,6,6,533,5.9,1,0,1,1,0,0,4,0,0.2,0.2,0.1,0.3,2,26,2,0.17,0.00,0.17,0.17,0.17,0.03,0.02,0.05,0.03,0.05,8,1.35,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,247,282,87.6,3854,1137,133,140,95.0,94,103,91.3,13,20,65.0,0.1,0.5,-0.1,4,32,2,1,26
1351,1352,Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,20-097,2004,8,8,720,8.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,11,33,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,1,0.12,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,391,440,88.9,7471,2597,146,161,90.7,205,224,91.5,39,50,78.0,0.0,0.1,0.0,0,26,0,0,33
1352,1353,Daniel Mosquera,co COL,"FW,MF",Hellas Verona,it Serie A,24-348,1999,6,1,198,2.2,3,0,3,3,0,0,1,0,1.6,1.6,0.3,1.9,3,1,14,1.36,0.00,1.36,1.36,1.36,0.74,0.12,0.87,0.74,0.87,5,2.28,4,0,0,1,0,0,1,0.46,1,0,0,0,0,0,25,36,69.4,271,36,19,22,86.4,3,6,50.0,1,2,50.0,0.3,0.1,-0.3,2,1,1,0,1
1353,1354,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,23-153,2001,5,5,441,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,7,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,5,1.02,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,205,240,85.4,3996,1184,66,73,90.4,115,123,93.5,22,35,62.9,0.1,0.0,-0.1,2,16,1,1,7
1354,1355,Dany Mota,pt POR,MF,Monza,it Serie A,26-153,1998,4,2,202,2.2,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,10,5,11,0.45,0.00,0.45,0.45,0.45,0.02,0.02,0.04,0.02,0.04,4,1.78,2,0,1,0,1,0,0,0.00,0,0,0,0,0,0,46,69,66.7,776,126,17,26,65.4,24,30,80.0,2,4,50.0,0.0,0.6,0.0,1,3,3,1,5
1355,1356,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,23-176,2001,4,3,231,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,10,3,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,90,98,91.8,1398,296,49,52,94.2,33,35,94.3,5,6,83.3,0.1,0.0,-0.1,1,11,0,0,10
1356,1357,Youssoufa Moukoko,de GER,"FW,MF",Nice,fr Ligue 1,19-317,2004,3,1,97,1.1,2,1,3,2,0,0,0,0,2.2,2.2,0.5,2.7,0,1,5,1.86,0.93,2.78,1.86,2.78,2.00,0.48,2.48,2.00,2.48,2,1.84,1,0,0,1,0,0,1,0.92,1,0,0,0,0,0,9,12,75.0,109,32,7,7,100.0,1,3,33.3,0,0,,0.5,0.0,+0.5,1,0,0,0,1
1357,1358,Steve Mounié,bj BEN,FW,Augsburg,de Bundesliga,30-003,1994,4,0,121,1.3,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,3,3,15,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.59,0.59,0.59,2,1.49,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0,22,34,64.7,364,51,8,15,53.3,11,13,84.6,2,3,66.7,0.0,0.0,0.0,0,1,0,0,3
1358,1359,Mason Mount,eng ENG,"MF,FW",Manchester Utd,eng Premier League,25-266,1999,3,2,145,1.6,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,1,4,4,0.00,0.00,0.00,0.00,0.00,0.24,0.07,0.30,0.24,0.30,5,3.10,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,32,44,72.7,408,109,20,24,83.3,10,14,71.4,0,3,0.0,0.1,0.0,-0.1,4,3,0,0,4
1359,1360,Santiago Mouriño,uy URU,"DF,MF",Alavés,es La Liga,22-232,2002,4,1,155,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4,7,0,0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.15,0.05,0.15,3,1.73,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,55,66,83.3,923,345,28,31,90.3,24,27,88.9,3,6,50.0,0.2,0.1,-0.2,3,6,2,1,7
1360,1361,Louis Mouton,fr FRA,MF,Saint-Étienne,fr Ligue 1,22-121,2002,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,1,0.00,0.00,0.00,0.00,0.00,0.05,0.27,0.31,0.05,0.31,3,6.92,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,26,30,86.7,553,112,10,10,100.0,12,14,85.7,4,4,100.0,0.1,0.1,-0.1,2,2,1,0,3
1361,1362,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,23-271,2001,3,1,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3,5,4,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,3,3.29,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,11,20,55.0,197,100,5,10,50.0,5,8,62.5,1,1,100.0,0.5,0.2,-0.5,1,2,1,0,5
1362,1363,Ngal'Ayel Mukau,,MF,Lille,fr Ligue 1,19-307,2004,3,1,130,1.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,15,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,2,1.38,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,97,107,90.7,1739,400,42,46,91.3,47,50,94.0,8,9,88.9,0.0,0.1,0.0,1,9,0,0,15
1363,1364,Nordi Mukiele,fr FRA,DF,Leverkusen,de Bundesliga,26-336,1997,2,1,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,35,39,89.7,468,148,21,23,91.3,12,14,85.7,0,0,,0.0,0.0,0.0,0,3,0,0,4
1364,1365,Florian Müller,de GER,GK,Freiburg,de Bundesliga,26-324,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,41,74,55.4,1088,808,4,4,100.0,28,29,96.6,9,40,22.5,0.0,0.0,0.0,0,0,0,0,0
1365,1366,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,33-201,1991,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.40,1,1,0,0,0,0,1,0.20,0,1,0,0,0,0,142,192,74.0,4380,3067,11,11,100.0,83,85,97.6,48,94,51.1,0.0,0.0,0.0,0,4,1,0,0
1366,1367,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,35-019,1989,5,0,123,1.4,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,1,8,21,0.73,0.00,0.73,0.73,0.73,0.18,0.12,0.29,0.18,0.29,7,5.12,6,0,1,0,0,0,3,2.20,2,0,1,0,0,0,62,75,82.7,939,202,33,33,100.0,20,28,71.4,5,8,62.5,0.2,0.1,-0.2,4,4,0,0,8
1367,1368,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,26-118,1998,8,8,720,8.0,1,1,2,1,0,0,3,0,0.0,0.0,0.2,0.2,4,15,1,0.12,0.12,0.25,0.12,0.25,0.00,0.02,0.02,0.00,0.02,3,0.37,3,0,0,0,0,0,2,0.25,2,0,0,0,0,0,266,344,77.3,5379,2511,88,99,88.9,145,160,90.6,32,79,40.5,0.2,0.0,+0.8,1,18,1,0,15
1368,1369,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,28-102,1996,6,6,540,6.0,2,0,2,2,0,0,2,0,1.9,1.9,0.2,2.0,5,10,17,0.33,0.00,0.33,0.33,0.33,0.31,0.03,0.34,0.31,0.34,11,1.83,8,0,0,1,1,1,2,0.33,1,0,0,1,0,0,99,125,79.2,1519,437,53,64,82.8,35,42,83.3,6,9,66.7,0.2,0.4,-0.2,4,6,2,1,10
1369,1370,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,23-151,2001,6,3,277,3.1,0,1,1,0,0,0,0,0,1.2,1.2,0.5,1.7,2,8,12,0.00,0.32,0.32,0.00,0.32,0.39,0.18,0.56,0.39,0.56,6,1.95,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,22,31,71.0,395,141,11,15,73.3,7,10,70.0,4,4,100.0,0.5,0.0,+0.5,5,5,1,0,8
1370,1371,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,27-047,1997,3,1,128,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,11,3,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,3,2.11,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,65,85,76.5,1014,402,29,35,82.9,31,40,77.5,3,7,42.9,0.1,0.0,-0.1,1,10,1,1,11
1371,1372,Álex Muñoz,es ESP,DF,Las Palmas,es La Liga,30-064,1994,6,5,460,5.1,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,4,21,20,0.20,0.00,0.20,0.20,0.20,0.05,0.08,0.13,0.05,0.13,6,1.18,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,304,360,84.4,5097,1818,132,148,89.2,156,179,87.2,14,24,58.3,0.4,0.4,-0.4,5,19,4,4,21
1372,1373,Daniel Muñoz,co COL,"DF,MF",Crystal Palace,eng Premier League,28-129,1996,6,6,530,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.7,10,18,43,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11,12,2.04,10,0,0,2,0,0,0,0.00,0,0,0,0,0,0,247,310,79.7,3797,876,134,157,85.4,100,118,84.7,9,20,45.0,0.3,0.4,-0.3,6,12,2,1,18
1373,1374,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,21-332,2002,2,1,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,19,29,65.5,282,82,12,13,92.3,6,10,60.0,1,3,33.3,0.0,0.0,0.0,0,3,0,0,2
1374,1375,Javier Muñoz,es ESP,MF,Las Palmas,es La Liga,29-217,1995,8,6,558,6.2,0,1,1,0,0,0,0,0,0.4,0.4,0.8,1.1,6,25,20,0.00,0.16,0.16,0.00,0.16,0.06,0.13,0.19,0.06,0.19,10,1.61,10,0,0,0,0,0,1,0.16,1,0,0,0,0,0,257,320,80.3,4256,1046,127,148,85.8,100,117,85.5,21,37,56.8,0.8,0.6,+0.2,9,29,8,3,25
